Ch1_PermutationEntropy,Ch2_PermutationEntropy,Ch3_PermutationEntropy,Ch4_PermutationEntropy,Ch5_PermutationEntropy,Ch6_PermutationEntropy,Online_id,Emotion_Label,Video_type
0.7849442705419162,0.7707996680554309,0.8147764663579445,0.809425669858684,0.8099509588176239,0.8157034765700785,S0021,Positive,
0.7849442705419162,0.7707996680554309,0.8147764663579445,0.809425669858684,0.8099509588176239,0.8157034765700785,S0021,Positive,
0.7849442705419162,0.7707996680554309,0.8147764663579445,0.809425669858684,0.8099509588176239,0.8157034765700785,S0021,Positive,
0.7849442705419162,0.7707996680554309,0.8147764663579445,0.809425669858684,0.8099509588176239,0.8157034765700785,S0021,Calm,
0.7713241952521752,0.7473588047060462,0.8083167910854558,0.7944769300487511,0.8029078065517465,0.8047623035602467,S0031,Calm,
0.7713241952521752,0.7473588047060462,0.8083167910854558,0.7944769300487511,0.8029078065517465,0.8047623035602467,S0031,Calm,
0.7713241952521752,0.7473588047060462,0.8083167910854558,0.7944769300487511,0.8029078065517465,0.8047623035602467,S0031,Negative,
0.7713241952521752,0.7473588047060462,0.8083167910854558,0.7944769300487511,0.8029078065517465,0.8047623035602467,S0031,Negative,
0.7713241952521752,0.7473588047060462,0.8083167910854558,0.7944769300487511,0.8029078065517465,0.8047623035602467,S0031,Negative,
0.7713241952521752,0.7473588047060462,0.8083167910854558,0.7944769300487511,0.8029078065517465,0.8047623035602467,S0031,Calm,
0.7713241952521752,0.7473588047060462,0.8083167910854558,0.7944769300487511,0.8029078065517465,0.8047623035602467,S0031,Calm,
0.7713241952521752,0.7473588047060462,0.8083167910854558,0.7944769300487511,0.8029078065517465,0.8047623035602467,S0031,Negative,
0.7713241952521752,0.7473588047060462,0.8083167910854558,0.7944769300487511,0.8029078065517465,0.8047623035602467,S0031,Positive,
0.7809847660804223,0.7731000230877628,0.8018475227851976,0.791780461334699,0.8175912442138499,0.8078206150341152,S0022,Calm,
0.7809847660804223,0.7731000230877628,0.8018475227851976,0.791780461334699,0.8175912442138499,0.8078206150341152,S0022,Positive,
0.7809847660804223,0.7731000230877628,0.8018475227851976,0.791780461334699,0.8175912442138499,0.8078206150341152,S0022,Negative,
0.7809847660804223,0.7731000230877628,0.8018475227851976,0.791780461334699,0.8175912442138499,0.8078206150341152,S0022,Negative,
0.7809847660804223,0.7731000230877628,0.8018475227851976,0.791780461334699,0.8175912442138499,0.8078206150341152,S0022,Calm,
0.7762042054882214,0.7779979551830647,0.7841178095874476,0.7809426721617662,0.7980368597371792,0.7850765515350739,S0041,Positive,
0.7762042054882214,0.7779979551830647,0.7841178095874476,0.7809426721617662,0.7980368597371792,0.7850765515350739,S0041,Calm,
0.7762042054882214,0.7779979551830647,0.7841178095874476,0.7809426721617662,0.7980368597371792,0.7850765515350739,S0041,Positive,
0.7762042054882214,0.7779979551830647,0.7841178095874476,0.7809426721617662,0.7980368597371792,0.7850765515350739,S0041,Negative,
0.7762042054882214,0.7779979551830647,0.7841178095874476,0.7809426721617662,0.7980368597371792,0.7850765515350739,S0041,Calm,
0.7762042054882214,0.7779979551830647,0.7841178095874476,0.7809426721617662,0.7980368597371792,0.7850765515350739,S0041,Negative,
0.7762042054882214,0.7779979551830647,0.7841178095874476,0.7809426721617662,0.7980368597371792,0.7850765515350739,S0041,Negative,
0.7762042054882214,0.7779979551830647,0.7841178095874476,0.7809426721617662,0.7980368597371792,0.7850765515350739,S0041,Calm,
0.7674471005612129,0.7560697152209317,0.8119999305669036,0.8007259405022694,0.8081460115629878,0.8075172992844791,S0032,Positive,
0.7674471005612129,0.7560697152209317,0.8119999305669036,0.8007259405022694,0.8081460115629878,0.8075172992844791,S0032,Calm,
0.7674471005612129,0.7560697152209317,0.8119999305669036,0.8007259405022694,0.8081460115629878,0.8075172992844791,S0032,Positive,
0.7674471005612129,0.7560697152209317,0.8119999305669036,0.8007259405022694,0.8081460115629878,0.8075172992844791,S0032,Positive,
0.7674471005612129,0.7560697152209317,0.8119999305669036,0.8007259405022694,0.8081460115629878,0.8075172992844791,S0032,Calm,
0.7674471005612129,0.7560697152209317,0.8119999305669036,0.8007259405022694,0.8081460115629878,0.8075172992844791,S0032,Positive,
0.7674471005612129,0.7560697152209317,0.8119999305669036,0.8007259405022694,0.8081460115629878,0.8075172992844791,S0032,Calm,
0.7674471005612129,0.7560697152209317,0.8119999305669036,0.8007259405022694,0.8081460115629878,0.8075172992844791,S0032,Positive,
0.7674471005612129,0.7560697152209317,0.8119999305669036,0.8007259405022694,0.8081460115629878,0.8075172992844791,S0032,Positive,
0.778038448401085,0.7680093792406527,0.8242069635217582,0.8163459959353021,0.8167101611644488,0.8118286123756443,S0023,Negative,
0.778038448401085,0.7680093792406527,0.8242069635217582,0.8163459959353021,0.8167101611644488,0.8118286123756443,S0023,Positive,
0.778038448401085,0.7680093792406527,0.8242069635217582,0.8163459959353021,0.8167101611644488,0.8118286123756443,S0023,Calm,
0.778038448401085,0.7680093792406527,0.8242069635217582,0.8163459959353021,0.8167101611644488,0.8118286123756443,S0023,Negative,
0.778038448401085,0.7680093792406527,0.8242069635217582,0.8163459959353021,0.8167101611644488,0.8118286123756443,S0023,Calm,
0.778038448401085,0.7680093792406527,0.8242069635217582,0.8163459959353021,0.8167101611644488,0.8118286123756443,S0023,Negative,
0.7863407602273532,0.7751365952525069,0.8152014105224649,0.812198214920231,0.8169365662193092,0.8095240828832975,S0051,Calm,
0.7863407602273532,0.7751365952525069,0.8152014105224649,0.812198214920231,0.8169365662193092,0.8095240828832975,S0051,Negative,
0.7863407602273532,0.7751365952525069,0.8152014105224649,0.812198214920231,0.8169365662193092,0.8095240828832975,S0051,Calm,
0.7863407602273532,0.7751365952525069,0.8152014105224649,0.812198214920231,0.8169365662193092,0.8095240828832975,S0051,Calm,
0.7863407602273532,0.7751365952525069,0.8152014105224649,0.812198214920231,0.8169365662193092,0.8095240828832975,S0051,Calm,
0.7863407602273532,0.7751365952525069,0.8152014105224649,0.812198214920231,0.8169365662193092,0.8095240828832975,S0051,Positive,
0.7863407602273532,0.7751365952525069,0.8152014105224649,0.812198214920231,0.8169365662193092,0.8095240828832975,S0051,Calm,
0.7863407602273532,0.7751365952525069,0.8152014105224649,0.812198214920231,0.8169365662193092,0.8095240828832975,S0051,Positive,
0.7863407602273532,0.7751365952525069,0.8152014105224649,0.812198214920231,0.8169365662193092,0.8095240828832975,S0051,Calm,
0.7863407602273532,0.7751365952525069,0.8152014105224649,0.812198214920231,0.8169365662193092,0.8095240828832975,S0051,Positive,
0.7662047523462407,0.7648029134130649,0.8057416675455387,0.8053085270003643,0.806200420135227,0.851724931810523,S0033,Calm,
0.7662047523462407,0.7648029134130649,0.8057416675455387,0.8053085270003643,0.806200420135227,0.851724931810523,S0033,Positive,
0.7662047523462407,0.7648029134130649,0.8057416675455387,0.8053085270003643,0.806200420135227,0.851724931810523,S0033,Positive,
0.7662047523462407,0.7648029134130649,0.8057416675455387,0.8053085270003643,0.806200420135227,0.851724931810523,S0033,Negative,
0.7662047523462407,0.7648029134130649,0.8057416675455387,0.8053085270003643,0.806200420135227,0.851724931810523,S0033,Calm,
